-39.357,-63.357,-41.357,-31.357,-43.357,-53.357,-31.357,-38.357,-31.357,-31.357,-43.357
-38.357,-63.357,-37.357,-31.357,-43.357,-53.357,-31.357,-36.357,-31.357,-31.357,-43.357
-39.357,-63.357,-40.357,-31.357,-43.357,-51.357,-31.357,-34.357,-33.357,-31.357,-43.357
-43.357,-63.357,-39.357,-31.357,-43.357,-51.357,-31.357,-34.357,-34.357,-31.357,-43.357
-38.357,-63.357,-37.357,-31.357,-43.357,-50.357,-31.357,-34.357,-34.357,-31.357,-43.357
-45.357,-62.357,-36.357,-31.357,-41.357,-50.357,-31.357,-34.357,-34.357,-31.357,-43.357
-43.357,-62.357,-37.357,-31.357,-40.357,-46.357,-31.357,-34.357,-34.357,-31.357,-43.357
-37.357,-62.357,-37.357,-31.357,-40.357,-46.357,-31.357,-34.357,-31.357,-31.357,-43.357
-37.357,-62.357,-40.357,-31.357,-40.357,-46.357,-31.357,-34.357,-33.357,-31.357,-43.357
-40.357,-62.357,-38.357,-31.357,-40.357,-44.357,-31.357,-34.357,-31.357,-31.357,-43.357
-39.357,-62.357,-38.357,-31.357,-40.357,-44.357,-31.357,-34.357,-31.357,-31.357,-43.357
-41.357,-62.357,-40.357,-31.357,-38.357,-44.357,-31.357,-34.357,-31.357,-31.357,-43.357
-48.357,-62.357,-41.357,-31.357,-39.357,-43.357,-31.357,-34.357,-31.357,-31.357,-43.357
-51.357,-62.357,-45.357,-31.357,-39.357,-43.357,-31.357,-33.357,-31.357,-31.357,-43.357
-51.357,-62.357,-39.357,-31.357,-39.357,-43.357,-31.357,-33.357,-31.357,-31.357,-43.357
-45.357,-63.357,-38.357,-31.357,-39.357,-41.357,-31.357,-33.357,-31.357,-31.357,-43.357
-40.357,-63.357,-38.357,-31.357,-39.357,-41.357,-31.357,-33.357,-34.357,-31.357,-43.357
-50.357,-63.357,-39.357,-31.357,-39.357,-39.357,-31.357,-33.357,-36.357,-31.357,-43.357
-48.357,-63.357,-38.357,-31.357,-40.357,-39.357,-31.357,-33.357,-38.357,-31.357,-43.357
-56.357,-60.357,-38.357,-31.357,-40.357,-38.357,-31.357,-31.357,-31.357,-31.357,-45.357
-58.357,-60.357,-38.357,-31.357,-40.357,-38.357,-31.357,-31.357,-39.357,-31.357,-45.357
-58.357,-60.357,-39.357,-31.357,-40.357,-38.357,-31.357,-31.357,-35.357,-31.357,-45.357
-58.357,-61.357,-39.357,-31.357,-40.357,-38.357,-31.357,-31.357,-33.357,-31.357,-45.357
-58.357,-61.357,-41.357,-31.357,-41.357,-38.357,-31.357,-31.357,-31.357,-31.357,-45.357
-59.357,-63.357,-40.357,-31.357,-43.357,-38.357,-31.357,-31.357,-31.357,-31.357,-43.357
-58.357,-63.357,-40.357,-31.357,-43.357,-37.357,-31.357,-31.357,-31.357,-31.357,-43.357
-58.357,-63.357,-38.357,-31.357,-43.357,-37.357,-31.357,-31.357,-31.357,-31.357,-43.357
-58.357,-59.357,-38.357,-31.357,-43.357,-36.357,-31.357,-31.357,-41.357,-31.357,-43.357
-58.357,-59.357,-38.357,-31.357,-43.357,-35.357,-31.357,-31.357,-34.357,-31.357,-40.357
-61.357,-64.357,-38.357,-31.357,-43.357,-35.357,-31.357,-31.357,-31.357,-31.357,-40.357
-61.357,-62.357,-38.357,-31.357,-43.357,-34.357,-31.357,-31.357,-31.357,-31.357,-39.357
-59.357,-60.357,-38.357,-31.357,-43.357,-33.357,-31.357,-31.357,-31.357,-31.357,-40.357
-59.357,-60.357,-39.357,-31.357,-43.357,-33.357,-31.357,-31.357,-31.357,-31.357,-40.357
-59.357,-60.357,-38.357,-31.357,-43.357,-33.357,-31.357,-31.357,-31.357,-31.357,-39.357
-59.357,-60.357,-38.357,-31.357,-43.357,-33.357,-31.357,-31.357,-31.357,-31.357,-39.357
-60.357,-60.357,-39.357,-31.357,-43.357,-33.357,-31.357,-31.357,-31.357,-31.357,-40.357
-48.357,-63.357,-51.357,-31.357,-43.357,-44.357,-31.357,-31.357,-48.357,-31.357,-44.357
-53.357,-60.357,-51.357,-31.357,-40.357,-44.357,-31.357,-31.357,-48.357,-31.357,-44.357
-51.357,-58.357,-48.357,-31.357,-40.357,-44.357,-31.357,-31.357,-48.357,-31.357,-44.357
-45.357,-60.357,-56.357,-31.357,-39.357,-44.357,-31.357,-31.357,-48.357,-31.357,-44.357
-45.357,-63.357,-56.357,-31.357,-39.357,-44.357,-31.357,-31.357,-65.357,-31.357,-44.357
-41.357,-63.357,-53.357,-31.357,-39.357,-44.357,-31.357,-31.357,-66.357,-31.357,-44.357
-41.357,-63.357,-58.357,-31.357,-39.357,-44.357,-31.357,-31.357,-58.357,-31.357,-44.357
-41.357,-62.357,-53.357,-31.357,-39.357,-44.357,-31.357,-31.357,-53.357,-31.357,-44.357
-41.357,-61.357,-49.357,-31.357,-39.357,-44.357,-31.357,-31.357,-48.357,-31.357,-44.357
-38.357,-61.357,-50.357,-31.357,-39.357,-44.357,-31.357,-31.357,-46.357,-31.357,-44.357
-39.357,-61.357,-50.357,-31.357,-39.357,-44.357,-31.357,-31.357,-48.357,-31.357,-44.357
-41.357,-65.357,-46.357,-31.357,-39.357,-44.357,-31.357,-31.357,-48.357,-31.357,-44.357
-40.357,-63.357,-51.357,-31.357,-38.357,-43.357,-31.357,-31.357,-45.357,-31.357,-44.357
-43.357,-59.357,-48.357,-31.357,-37.357,-43.357,-31.357,-31.357,-34.357,-31.357,-44.357
-43.357,-55.357,-50.357,-31.357,-37.357,-43.357,-31.357,-31.357,-34.357,-31.357,-44.357
-43.357,-55.357,-50.357,-31.357,-37.357,-43.357,-31.357,-31.357,-33.357,-31.357,-44.357
-43.357,-54.357,-40.357,-31.357,-37.357,-43.357,-31.357,-31.357,-33.357,-31.357,-44.357
-40.357,-54.357,-49.357,-31.357,-37.357,-39.357,-31.357,-31.357,-33.357,-31.357,-44.357
-43.357,-58.357,-55.357,-31.357,-37.357,-37.357,-31.357,-31.357,-31.357,-31.357,-44.357
-41.357,-55.357,-55.357,-31.357,-37.357,-37.357,-31.357,-31.357,-31.357,-31.357,-44.357
-37.357,-55.357,-46.357,-31.357,-37.357,-37.357,-31.357,-31.357,-31.357,-31.357,-44.357
-35.357,-55.357,-37.357,-31.357,-37.357,-37.357,-31.357,-31.357,-31.357,-31.357,-44.357
-38.357,-55.357,-33.357,-31.357,-35.357,-37.357,-31.357,-31.357,-31.357,-31.357,-44.357
-38.357,-53.357,-31.357,-31.357,-35.357,-37.357,-31.357,-31.357,-39.357,-31.357,-44.357
-38.357,-53.357,-31.357,-31.357,-35.357,-35.357,-31.357,-31.357,-37.357,-31.357,-44.357
-38.357,-55.357,-40.357,-31.357,-35.357,-35.357,-31.357,-31.357,-34.357,-31.357,-44.357
-45.357,-55.357,-41.357,-31.357,-35.357,-35.357,-31.357,-31.357,-34.357,-31.357,-44.357
-40.357,-55.357,-50.357,-31.357,-35.357,-35.357,-31.357,-31.357,-31.357,-31.357,-44.357
-43.357,-50.357,-41.357,-31.357,-35.357,-34.357,-31.357,-31.357,-31.357,-31.357,-44.357
-43.357,-50.357,-41.357,-31.357,-34.357,-33.357,-31.357,-31.357,-31.357,-31.357,-44.357
