0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,1
0,1
0,1
0,1
0,1
0,1
0,1
0,1
0,1
0,1
0,1
0,1
0,1
0,1
0,1
0,1
0,1
0,2
0,2
0,2
0,2
0,2
0,2
0,2
0,2
0,2
0,2
0,2
0,2
0,2
0,3
0,3
0,3
0,3
0,3
0,3
0,3
0,3
0,3
0,3
0,3
0,3
0,3
0,3
0,3
0,3
0,3
0,3
0,4
0,4
0,4
0,4
0,4
0,4
0,4
0,4
0,4
0,4
0,4
0,4
0,4
0,4
0,4
0,4
0,4
0,4
0,5
0,5
0,5
0,5
0,5
0,5
0,5
0,5
0,5
0,5
0,5
0,5
0,5
0,5
0,5
0,5
0,5
0,5
0,6
0,6
0,6
0,6
0,6
0,6
0,6
0,6
0,6
0,6
0,6
0,6
0,6
0,6
0,6
0,6
0,6
0,6
0,6
0,7
0,7
0,7
0,7
0,7
0,7
0,7
0,7
0,7
0,7
0,7
0,7
0,7
0,7
0,7
0,7
0,7
0,7
0,7
0,8
0,8
0,8
0,8
0,8
0,8
0,8
0,8
0,8
0,8
0,8
0,8
0,8
0,8
0,8
0,8
0,8
0,9
0,9
0,9
0,9
0,9
0,9
0,9
0,9
0,9
0,9
0,9
0,9
0,9
0,9
0,9
0,9
0,9
0,9
-1.01,9.04
-1.01,9.04
-1.01,9.04
-1.01,9.04
-1.01,9.04
-1.01,9.04
-1.01,9.04
-1.01,9.04
-1.01,9.04
-1.01,9.04
-1.01,9.04
-1.01,9.04
-1.01,9.04
-1.01,9.04
-1.01,9.04
-1.01,9.04
-1.01,9.04
-1.01,8.035
-1.01,8.035
-1.01,8.035
-1.01,8.035
-1.01,8.035
-1.01,8.035
-1.01,8.035
-1.01,8.035
-1.01,8.035
-1.01,8.035
-1.01,8.035
-1.01,8.035
-1.01,8.035
-1.01,8.035
-1.01,8.035
-1.01,8.035
-1.01,8.035
-1.01,8.035
-1.01,8.035
-1,7.03
-1,7.03
-1,7.03
-1,7.03
-1,7.03
-1,7.03
-1,7.03
-1,7.03
-1,7.03
-1,7.03
-1,7.03
-1,7.03
-1,7.03
-1,7.03
-1,7.03
-1,7.03
-1,7.03
-1,7.03
-1,7.03
-1,6.025
-1,6.025
-1,6.025
-1,6.025
-1,6.025
-1,6.025
-1,6.025
-1,6.025
-1,6.025
-1,6.025
-1,6.025
-1,6.025
-1,6.025
-1,6.025
-1,6.025
-1,6.025
-1,6.025
-1,6.025
-1,6.025
-1,5.02
-1,5.02
-1,5.02
-1,5.02
-1,5.02
-1,5.02
-1,5.02
-1,5.02
-1,5.02
